,name,z_Marshall,z_NED,ra_recenter,dec_recenter,t0_SALT_adam_jd,E_B_V_SandF,z_Caltech,z_adopt,z_source,z_adopt_unc,t0_B_salt2,t0_g_salt2,t0_r_salt2,x0_salt2,x1_salt2,c_salt2,fratio_gmax_2adam,fratio_rmax_2adam,t0_salt2_unc,x0_salt2_unc,x1_salt2_unc,c_salt2_unc,chisq_salt2,ndof_salt2,n10d_20d,B_app0,B_app0_unc,g_app0,g_app0_unc,r_app0,r_app0_unc,dm15B,dm15B_unc,dm15g,dm15g_unc,dm15r,dm15r_unc,dm15B_rest,dm15B_rest_unc,dm15g_rest,dm15g_rest_unc,dm15r_rest,dm15r_rest_unc,t0_poly_g,t0_poly_g_unc,t0_poly_r,t0_poly_r_unc,dm15g_poly,dm15g_poly_unc,g_app_poly,g_app_poly_unc,r_app_poly,r_app_poly_unc,dm15r_poly,dm15r_poly_unc,dm15g_rest_poly,dm15g_rest_poly_unc,dm15r_rest_poly,dm15r_rest_poly_unc,dm15g_adopted,dm15g_adopted_unc,dm15g_rest_adopted,dm15g_rest_adopted_unc,t0_g_adopted,t0_g_adopted_unc,g_app0_adopt,g_app0_unc_adopt,dm15r_adopted,dm15r_adopted_unc,dm15r_rest_adopted,dm15r_rest_adopted_unc,t0_r_adopted,t0_r_adopted_unc,r_app0_adopt,r_app0_unc_adopt,TNS name,telescope_spec,date_spec,utcjds,phases,Ia subtype,phase used,spec used,ebv_host,ebv_host_unc,sbv,sbv_unc,g_abs0,g_abs0_unc,r_abs0,r_abs0_unc,dis_mod,dis_mod_unc,instrument,nspecs,internal name,B_abs0_SALT2corr,B_abs0_unc_SALT2corr
63,ZTF18abdfazk,0.084,-999.0,216.980085,40.974360499999996,2458307.99155,0.0091,-999.0,0.084,Msl,0.005,2458307.918563373,2458307.27,2458309.59,1.824528665694791e-14,-0.2806329711734854,-0.06491605632089481,3.9628510246444044e-08,3.398636737424861e-08,0.09563714289106427,1.0987816429665796e-15,0.3958037360160365,0.06101764420412925,266.7598558798991,173.0,26.0,18.52766797970943,0.06642873632379395,18.638859667945926,0.04181656444885586,18.870656952645167,0.022825873480032424,1.1849184769135732,0.06781226763911342,0.8431378470353009,0.04268567865536552,0.6828519535096405,0.03603989118259973,1.3333120493348574,0.06883744206276803,0.9590914654941542,0.043872498488432096,0.7198036645514351,0.03718549657305078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8431378470353009,0.04268567865536552,0.9590914654941542,0.043872498488432096,2458307.27,0.09563714289106427,18.638859667945926,0.04181656444885586,0.6828519535096405,0.03603989118259973,0.7198036645514351,0.03718549657305078,2458309.59,0.09563714289106427,18.870656952645167,0.022825873480032424,SN2018dbe,"P60,P60",20180708;20180712,2458307.7916666665;2458311.7916666665,"[0.5, 4.5]",normal,1.0,20180708_P60,0.055041,0.01006,0.9520129999999999,0.014946000000000001,-19.17934210355479,0.1431481633043911,-18.94754481885555,0.13879406361671867,37.81820177150072,0.1369042424292078,P60,2.0,ZTF18abdfazk,-19.08929401719651,0.2428521957033632
64,ZTF18abdfwur,0.07,-999.0,245.1798221,65.63911170000002,2458310.80592,0.0226,-999.0,0.07,Msl,0.005,2458310.6642624508,2458310.11,2458312.12,1.9865119941705933e-14,-0.4721672957621834,0.04118254711896974,4.128804812378154e-08,3.992734949045584e-08,0.07348925899714231,8.479120608426557e-16,0.3850439729670603,0.0446066499725748,2052.3051896029488,764.0,99.0,18.435270982540747,0.046637146101050166,18.503271719075318,0.028721056638685162,18.60747984218465,0.016212214691605463,1.2140719228368937,0.05367342365707948,0.8542985278513555,0.03241305687686613,0.6866885129842188,0.02711241261618401,1.3404238895023326,0.056977556410970874,0.9530910404209862,0.03564062982712022,0.7182848123003964,0.027518368218712792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8542985278513555,0.03241305687686613,0.9530910404209862,0.03564062982712022,2458310.11,0.07348925899714231,18.503271719075318,0.028721056638685162,0.6866885129842188,0.02711241261618401,0.7182848123003964,0.027518368218712792,2458312.12,0.07348925899714231,18.60747984218465,0.016212214691605463,SN2018eps,P60,20180704,2458303.7916666665,-6.3,normal,-6.0,20180704_P60,0.14968,0.0070409999999999995,0.8979370000000001,0.007572,-18.897391555357206,0.16541824025685814,-18.79318343224788,0.163710509804471,37.40066327443253,0.16290578600907055,P60,1.0,ZTF18abdfwur,-19.093058187960587,0.21875055884459213
65,ZTF18abdfydj,0.076,-999.0,255.59404930000002,57.751431200000006,2458312.0426,0.0178,-999.0,0.076,Msl,0.005,2458312.017618085,2458311.36,2458313.64,2.4087549616039717e-14,0.24458675355325354,-0.04030486440523085,5.07666065852987e-08,4.4378442253983614e-08,0.05465394537895918,8.003875706141104e-16,0.2648638077301788,0.026761453928141776,3660.553224245636,458.0,54.0,18.2260780724955,0.03656452472318498,18.328328227797762,0.02588602035394253,18.54282829815509,0.003822975260715277,1.0864226718819054,0.03759581585813096,0.7819386512801572,0.02619761103802744,0.670918045615096,0.006515110902618111,1.2138778081424704,0.03844663722283555,0.8786281652159147,0.02674473634943102,0.7048502566441144,0.00701398710858915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7819386512801572,0.02619761103802744,0.8786281652159147,0.02674473634943102,2458311.36,0.05465394537895918,18.328328227797762,0.02588602035394253,0.670918045615096,0.006515110902618111,0.7048502566441144,0.00701398710858915,2458313.64,0.05465394537895918,18.54282829815509,0.003822975260715277,SN2018dzr,P60,20180705,2458304.7916666665,-6.6,normal,-7.0,20180705_P60,0.057645,0.006462999999999999,1.00809,0.009244,-19.260235530248067,0.1528041843648298,-19.045735459890736,0.15064410990636246,37.58856375804583,0.150595593261012,P60,1.0,Gaia18buu,-19.23754060589411,0.17582573119404513
66,ZTF18abdkimx,0.077,-999.0,247.79584080000004,60.59773015,2458314.37729,0.0133,-999.0,0.077,Msl,0.005,2458314.833217937,2458314.2,2458316.44,1.9305599955107963e-14,-0.04892116582337813,-0.03536439968223082,4.133273199341211e-08,3.6325983767310334e-08,4.382804036140442e-06,8.474213238568403e-17,0.04751864244808246,0.004707914774251698,1876.8933077473944,411.0,40.0,18.46640244321256,0.004769209778256085,18.566098413518922,0.0036150031157059477,18.7684726215132,0.005465758900045497,1.1390272548916298,0.00889848888311379,0.8138998406001932,0.005300413665287711,0.6775266892257861,0.007363532373603906,1.2719171758073315,0.009371935446225813,0.916261765660785,0.005744381458289367,0.7118571401067086,0.007366254882083666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8138998406001932,0.005300413665287711,0.916261765660785,0.005744381458289367,2458314.2,4.382804036140442e-06,18.566098413518922,0.0036150031157059477,0.6775266892257861,0.007363532373603906,0.7118571401067086,0.007366254882083666,2458316.44,4.382804036140442e-06,18.7684726215132,0.005465758900045497,SN2018dyq,P60,20180713,2458312.7916666665,-1.4,normal,-1.0,20180713_P60,0.072668,0.006104,0.9399870000000001,0.007118000000000001,-19.05239721656579,0.1487734222157752,-18.850023008571508,0.14882989427739365,37.61849563008471,0.14872949576417835,P60,1.0,ZTF18abdkimx,-19.042463547857235,0.14956174362131294
67,ZTF18abdmgab,0.08,0.080282,250.9022676,33.533615999999995,2458312.1871,0.0186,-999.0,0.080282,NED,0.0001,2458311.932084632,2458311.48,2458313.42,9.075633059806192e-15,-2.307934568884317,0.1159365049042691,1.9167059751941393e-08,2.085196790615231e-08,0.17855411069467664,5.123089925149881e-16,0.3327791601946606,0.048060816169145586,823.1166400534222,412.0,45.0,19.2852465664048,0.062227920129611834,19.320037360762747,0.04070308968585738,19.296985745266767,0.01041985081760277,1.643630855793461,0.06537915991428635,1.0772893346675259,0.04255253342893006,0.7262277633319698,0.015086371372114002,1.8343875093564181,0.07059171860465886,1.2318026872368364,0.0416384927587423,0.7629127361916161,0.0142176288349331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0772893346675259,0.04255253342893006,1.2318026872368364,0.0416384927587423,2458311.48,0.17855411069467664,19.320037360762747,0.04070308968585738,0.7262277633319698,0.015086371372114002,0.7629127361916161,0.0142176288349331,2458313.42,0.17855411069467664,19.296985745266767,0.01041985081760277,SN2018lph,"Keck1,P60",20180713;20180715,2458312.7916666665;2458314.7916666665,"[1.3, 3.3]",86G-like,1.0,20180713_Keck1,0.16553900000000002,0.014649,0.697673,0.018047999999999998,-18.3941550917074,0.04080334769852919,-18.417206707203373,0.010804858374509806,37.71419245247015,0.0028586139004975115,Keck1,2.0,ZTF18abdmgab,-18.788349051268575,0.16190268854283546
68,ZTF18abdpvnd,0.05,-999.0,348.5225939,29.6333864,2458321.39139,0.0907,-999.0,0.05,Msl,0.005,2458320.6869904683,2458319.47,2458323.06,6.610492141162585e-14,3.0569187617359823,0.15011109236022335,1.1214745750122528e-07,1.174157878054317e-07,0.02900187368504703,1.299628916425787e-15,0.1045222886731727,0.013502895003377093,61949.5059324374,511.0,11.0,17.12826980034269,0.021270257308797842,17.157949904198244,0.015948191978166673,17.220784527017447,0.003797171590118405,0.673200529909856,0.023734496519549227,0.5022086598317657,0.0177751671166024,0.6045087981033603,0.004610855698792506,0.7405306180368783,0.02352787631164617,0.544413026215544,0.01747342875680598,0.6310701377114043,0.004420631372275745,2458319.5718643893,0.27638089240177866,2458323.7665051967,0.3612212165737326,0.5953781919406715,0.0314696521660395,17.37552641968547,0.011331503919265884,17.32568375908832,0.005274789612355895,0.2404762857691196,0.01859759870423106,0.6390598312185887,0.03736554931923018,0.2581487368640225,0.022231123110796766,0.5953781919406715,0.0314696521660395,0.6390598312185887,0.03736554931923018,2458319.5718643893,0.27638089240177866,17.043951620725352,0.011331503919265884,0.2404762857691196,0.01859759870423106,0.2581487368640225,0.022231123110796766,2458323.7665051967,0.3612212165737326,17.089622500019193,0.005274789612355895,SN2018dvf,"P60,P60,NOT",20180713;20180820;20180917,2458312.7916666665;2458350.7916666665;2458378.7916666665,"[-6.8, 31.2, 59.2]",SC,"-7.0,31.0,59.0","20180713_P60,20180820_P60,20180917_NOT",0.09502000000000001,0.006645,1.431925,0.0056700000000000006,-19.594423192053483,0.2254547999855471,-19.548752312759646,0.22523163024074866,36.63837481277884,0.22516985556563893,"P60,P60,NOT",3.0,ZTF18abdpvnd,-19.97544939875284,0.2305024833900864
69,ZTF18abealop,0.06658,0.066637,240.93507749999998,54.30404045,2458316.4182,0.0067,-999.0,0.066637,NED,0.0001,2458316.454705473,2458315.92,2458317.94,7.477361514099617e-15,0.05016226578694116,0.30922691236200617,1.6948819306002733e-08,2.1853097385984945e-08,6.356276571750641e-07,7.861798536284724e-17,0.0761757896246591,0.009213154926660305,1182.3332187200706,822.0,76.0,19.490663412012037,0.011154099853708452,19.451135197404664,0.008492962847529862,19.259759825983654,0.009011013514511845,1.0966591290877048,0.015868148992938858,0.7703984179329524,0.010921081545070077,0.6741369693936718,0.012337794577674038,1.208379445819844,0.016278969577543708,0.8551368700061772,0.011223319637450577,0.703895433190425,0.012349916809106284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7703984179329524,0.010921081545070077,0.8551368700061772,0.011223319637450577,2458315.92,6.356276571750641e-07,19.451135197404664,0.008492962847529862,0.6741369693936718,0.012337794577674038,0.703895433190425,0.012349916809106284,2458317.94,6.356276571750641e-07,19.259759825983654,0.009011013514511845,SN2018lpi,P60,20180804,2458334.7916666665,18.9,normal*,19.0,20180804_P60,0.456347,0.010086,1.0285520000000001,0.013806,-17.837355362683606,0.009153991197065595,-18.028730734104613,0.009636571042914956,37.28849056008827,0.0034154263140099947,P60,1.0,ZTF18abealop,-18.756430576398454,0.04368077475875111
70,ZTF18abeecwe,0.04,-999.0,268.2106644,21.3826573,2458319.95513,0.0711,0.0393,0.0393,CIT,0.0001,2458320.020070672,2458319.61,2458321.19,8.10776312087283e-14,-0.5606945074187717,0.02157602085988497,1.3783852665456408e-07,1.3498861139465328e-07,0.02113980380818248,2.706314576624136e-15,0.10776583348652656,0.02806843725667729,5018.447732482059,375.0,19.0,16.90835848229702,0.03609262790307252,16.984115269923667,0.025041228982153645,17.109143424604145,0.006529626756255386,1.2332995576029475,0.03851004177066453,0.866648196621405,0.02699284195605054,0.6887360164414389,0.010792061272039376,1.3057101248404592,0.038208418775670334,0.9228676348276394,0.026667430322968283,0.7073500656117346,0.010728746394827023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.866648196621405,0.02699284195605054,0.9228676348276394,0.026667430322968283,2458319.61,0.02113980380818248,16.984115269923667,0.025041228982153645,0.6887360164414389,0.010792061272039376,0.7073500656117346,0.010728746394827023,2458321.19,0.02113980380818248,17.109143424604145,0.006529626756255386,SN2018dje,P60,20180713,2458312.7916666665,-6.8,normal,-7.0,20180713_P60,0.141516,0.004186,0.9411200000000001,0.00351,-19.114070418680264,0.02567917331048853,-18.98904226399978,0.008659839406678456,36.098185688603934,0.00568830317172484,P60,1.0,ATLAS18sbi,-19.25671287097255,0.09439706050874876
71,ZTF18abeegsl,0.07200000000000001,-999.0,284.31798849999996,46.49908885,2458314.63675,0.0398,-999.0,0.07200000000000001,Msl,0.005,2458314.900228097,2458314.41,2458316.1899999995,1.1642328772040764e-14,-2.2035840993612235,0.16338767699183074,2.2987466595240117e-08,2.6648125211344145e-08,0.060393664054572575,3.1149243452227364e-16,0.1938233031233616,0.020263900236416887,2561.63627681587,849.0,311.0,19.014036235829128,0.028114390717929903,19.02995054053441,0.021211077262051528,18.95385665219501,0.003120887873014421,1.6067228333124746,0.04739786993447834,1.0556283213254218,0.02650315506641461,0.723751440344337,0.0055942639074645535,1.7744552822975517,0.05250593160362176,1.190604601877503,0.030019653700104818,0.755979297346542,0.005965426906363727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0556283213254218,0.02650315506641461,1.190604601877503,0.030019653700104818,2458314.41,0.060393664054572575,19.02995054053441,0.021211077262051528,0.723751440344337,0.0055942639074645535,0.755979297346542,0.005965426906363727,2458316.1899999995,0.060393664054572575,18.95385665219501,0.003120887873014421,SN2018eag,P60,20180721,2458320.7916666665,6.4,normal,6.0,20180721_P60,0.137945,0.010493,0.650089,0.009231,-18.435001279024643,0.15998785612449248,-18.51109516736404,0.15860625539306614,37.46495181955905,0.1585755476380094,P60,1.0,ZTF18abeegsl,-18.9574173824046,0.17363666412192094
72,ZTF18abetehf,0.064927,0.064875,233.4871306,31.16981435,2458318.5758599997,0.0229,-999.0,0.064875,NED,0.0001,2458318.655864496,2458318.14,2458319.92,3.1925189046480963e-14,-1.3717213344160086,-0.1374053273418454,6.472868679309946e-08,5.1027089591842464e-08,0.056057178182527416,1.7794989803971497e-15,0.2255408413959437,0.05812489277128696,441.219599079056,230.0,26.0,17.919775717734808,0.06164361071846754,18.057974135572795,0.038257689701204266,18.352126154521944,0.02714996431134356,1.4266788461160258,0.06276388208276275,0.9858592849451426,0.03927463694293862,0.7073974835671991,0.04064126690463302,1.5601868735362672,0.06240875690154541,1.0930263260981692,0.03885770723596278,0.7368459450338918,0.04062250431312986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9858592849451426,0.03927463694293862,1.0930263260981692,0.03885770723596278,2458318.14,0.056057178182527416,18.057974135572795,0.038257689701204266,0.7073974835671991,0.04064126690463302,0.7368459450338918,0.04062250431312986,2458319.92,0.056057178182527416,18.352126154521944,0.02714996431134356,SN2018dvb,P60,20180713,2458312.7916666665,-5.3,normal,-5.0,20180713_P60,-0.028370999999999997,0.012341,0.871925,0.011097,-19.169560435599973,0.0384178483559235,-18.875408416650824,0.027375186083976356,37.22753457117277,0.003504318910302485,P60,1.0,ZTF18abetehf,-18.881802338678238,0.1909670982073028
73,ZTF18abetewu,0.077,-999.0,217.3090346,46.0508542,2458318.77844,0.0125,-999.0,0.077,Msl,0.005,2458318.83327866,2458318.19,2458320.46,1.7219779461067338e-14,0.2631085231389658,0.10686535953548047,3.733912150379013e-08,3.8678694628482e-08,0.20209279004484407,1.723261765224909e-15,0.4319323259380754,0.08570364671453845,110.04207139572443,106.0,6.0,18.58972132992533,0.10929407272502624,18.632425102374988,0.07380310061640573,18.677360355142746,0.01924476834055585,1.0736515876664257,0.12069481484084453,0.7667152589860677,0.0829371534559668,0.6699729376311865,0.02793652543789875,1.201235285091279,0.11800477293990012,0.8630777616179444,0.08000896479175043,0.7037433922761522,0.03025668488238306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7667152589860677,0.0829371534559668,0.8630777616179444,0.08000896479175043,2458318.19,0.20209279004484407,18.632425102374988,0.07380310061640573,0.6699729376311865,0.02793652543789875,0.7037433922761522,0.03025668488238306,2458320.46,0.20209279004484407,18.677360355142746,0.01924476834055585,SN2018dye,P60,20180715,2458314.7916666665,-3.4,normal,-3.0,20180715_P60,0.22825,0.015956,1.11968,0.029022000000000003,-18.986070527709717,0.16603421506081828,-18.941135274941963,0.1499694102767241,37.61849563008471,0.14872949576417835,P60,1.0,ZTF18abetewu,-19.360056914719372,0.323676404796541
74,ZTF18abfgygp,0.064,-999.0,274.3394505,54.5374382,2458322.2020400004,0.0351,-999.0,0.064,Msl,0.005,2458322.547836274,2458321.9799999995,2458324.02,3.211177229435091e-14,0.08409068982318146,-0.06752105678496356,6.303115372524454e-08,5.3811134428568444e-08,5.883630365133286e-07,7.66306459153905e-17,0.01835066262432683,0.002224381824817989,6470.479420296693,1007.0,16.0,17.91381770210183,0.002599162702894025,18.02677033216764,0.0020319451661203005,18.26942160901353,0.0025140042858430326,1.1168768836774134,0.00462644380638032,0.8020897952146626,0.003135147639857368,0.6746559517389699,0.0034401091692738504,1.2265852981397103,0.00475076352020901,0.8858258542400534,0.0032451456367502828,0.7044087769241756,0.003445071131061863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8020897952146626,0.003135147639857368,0.8858258542400534,0.0032451456367502828,2458321.9799999995,5.883630365133286e-07,18.02677033216764,0.0020319451661203005,0.6746559517389699,0.0034401091692738504,0.7044087769241756,0.003445071131061863,2458324.02,5.883630365133286e-07,18.26942160901353,0.0025140042858430326,SN2018ead,P60,20180716,2458315.7916666665,-6.2,normal,-6.0,20180716_P60,0.042906,0.003365,0.984641,0.003418,-19.169901301826688,0.1775242852208067,-18.9272500249808,0.17753045727296896,37.19667163399433,0.17751265600514296,P60,1.0,ZTF18abfgygp,-19.07353865585911,0.17779380949239967
75,ZTF18abfhaji,0.084,-999.0,263.8092747,54.246911399999995,2458321.53456,0.0386,-999.0,0.084,Msl,0.005,2458321.5420513684,2458320.89,2458323.22,1.6832878007684662e-14,-0.18859092737102576,-0.040091420825568484,3.304994755308186e-08,3.00705657432047e-08,0.00024509662762284284,6.2238586012316e-17,0.037377972419938565,0.0043472186641930755,2886.7981968842964,953.0,27.0,18.61522421175341,0.004018664998338757,18.716566068073003,0.003155971859508523,18.921414279930683,0.0055791305274403395,1.1654916756123868,0.0071921083762531875,0.8301224324809056,0.004169808237673252,0.6806844651033046,0.007544017059520527,1.31219266664975,0.007597670894611173,0.9441890180523204,0.0045023947251182144,0.7174705910686114,0.007536446899020116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8301224324809056,0.004169808237673252,0.9441890180523204,0.0045023947251182144,2458320.89,0.00024509662762284284,18.716566068073003,0.003155971859508523,0.6806844651033046,0.007544017059520527,0.7174705910686114,0.007536446899020116,2458323.22,0.00024509662762284284,18.921414279930683,0.0055791305274403395,SN2018dsw,P60,20180721,2458320.7916666665,-0.1,normal,-0.0,20180721_P60,0.06428400000000001,0.005135,0.968772,0.005639,-19.101635703427714,0.13694061396639534,-18.896787491570034,0.1370178758139153,37.81820177150072,0.1369042424292078,P60,1.0,ATLAS18sdh,-19.07869415518805,0.137682995478457
76,ZTF18abfhryc,0.03,-999.0,284.9898083,72.26730165,2458324.29999,0.0769,0.0323,0.0323,CIT,0.0001,2458324.273441097,2458323.86,2458325.65,1.3450193493191643e-13,0.4713302716695917,0.006475035670979956,2.2026561551949357e-07,2.10610153945702e-07,0.017193863866850734,1.9856782656239084e-15,0.03926247521811898,0.010476671445958095,47289.72396135592,483.0,2.0,16.358710324335107,0.016120649067164417,16.44243849863894,0.011872590906936995,16.607777532148578,0.001854789626204579,1.0444029127744443,0.019370444135683482,0.7535064587616489,0.014416769532312275,0.6655977031829394,0.002448696545432929,1.0978296543897486,0.01924827129811701,0.7932786309860659,0.014281279596342912,0.6822273252516737,0.002446829306207705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7535064587616489,0.014416769532312275,0.7932786309860659,0.014281279596342912,2458323.86,0.017193863866850734,16.44243849863894,0.011872590906936995,0.6655977031829394,0.002448696545432929,0.6822273252516737,0.002446829306207705,2458325.65,0.017193863866850734,16.607777532148578,0.001854789626204579,SN2018dhw,P200,20180708,2458307.7916666665,-16.1,normal,-16.0,20180708_P200,0.096567,0.003807,1.085129,0.004675,-19.21833519557173,0.01372568552481484,-19.05299616206209,0.007132760534330641,35.660773694210675,0.006887381816236746,P200,1.0,ATLAS18sak,-19.322135980455602,0.03691246957297064
77,ZTF18abfwuwn,0.109,-999.0,251.428241,37.89043755,2458324.8251099996,0.0223,-999.0,0.109,Msl,0.005,2458324.8965946124,2458323.86,2458326.45,1.4710080863004442e-14,0.5952993578162271,-0.031494781417302775,3.083088709501371e-08,2.8948611981979866e-08,0.04583988874219358,6.084877837505006e-16,0.300401916749836,0.03479705842287917,873.6034653141421,432.0,6.0,18.761491700610023,0.04526578483046395,18.860836806353806,0.031534791533333204,19.072824024476915,0.005288736686177454,1.0258589242599498,0.045733998712013946,0.7436407654523833,0.03179049509576455,0.6629080124235784,0.010447941667229987,1.200350490643224,0.04638874940826311,0.8740100722415889,0.032514454657669736,0.7041353849672802,0.01221975562978008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7436407654523833,0.03179049509576455,0.8740100722415889,0.032514454657669736,2458323.86,0.04583988874219358,18.860836806353806,0.031534791533333204,0.6629080124235784,0.010447941667229987,0.7041353849672802,0.01221975562978008,2458326.45,0.04583988874219358,19.072824024476915,0.005288736686177454,SN2018ecq,P60,20180724,2458323.7916666665,-0.1,99aa-like*,-0.0,20180724_P60,0.079076,0.0076760000000000005,1.060322,0.011593000000000001,-19.56069981568282,0.11154924898286094,-19.34871259755971,0.10712965325868108,38.42153662203663,0.10699902743291416,P60,1.0,ZTF18abfwuwn,-19.562411099032964,0.15856805905389654
78,ZTF18abfzkno,0.1,-999.0,258.1288971,26.0186209,2458322.7300400003,0.0324,-999.0,0.1,Msl,0.005,2458322.70692386,2458322.03,2458324.35,1.4231567421881438e-14,-0.6226224198859658,-0.06601786107609088,2.8576219538047945e-08,2.6043179111981168e-08,0.14130491367541256,1.0857575187414398e-15,0.4503202278101899,0.06390728372045418,163.29884814406807,188.0,8.0,18.797457392910136,0.08438047873447035,18.908430307070024,0.05809308116738355,19.134240179198205,0.011187115765938907,1.253123948683914,0.08524620713685756,0.8834066919064725,0.0595882435062385,0.6904922091012935,0.01845938592205957,1.4353690255204867,0.08578658012719745,1.0291660061311916,0.05874050671977458,0.7336436651312823,0.02039513154976506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8834066919064725,0.0595882435062385,1.0291660061311916,0.05874050671977458,2458322.03,0.14130491367541256,18.908430307070024,0.05809308116738355,0.6904922091012935,0.01845938592205957,0.7336436651312823,0.02039513154976506,2458324.35,0.14130491367541256,19.134240179198205,0.011187115765938907,SN2018ean,P60,20180717,2458316.7916666665,-5.2,normal,-5.0,20180717_P60,0.06314299999999999,0.012334,0.929644,0.015753,-19.312587650263872,0.12978364632570333,-19.086777778135687,0.1165939120762124,38.22101795733389,0.11605597259113826,P60,1.0,ATLAS18sis,-19.218905195087874,0.2447064194391413
79,ZTF18abgmcmv,0.018506,0.018522999999999998,274.0545029,55.590877299999995,2458329.32856,0.0397,-999.0,0.018522999999999998,NED,0.0001,2458329.2966860384,2458329.02,2458330.7,7.440912420728275e-14,0.6921327449742734,0.6309702944438387,1.648760690885809e-07,2.937252233215888e-07,0.011868768371641636,1.068772479530398e-15,0.045154641998663266,0.008790837295574061,57059.17586353745,936.0,7.0,16.979258107941572,0.015041751089726087,16.810389168995172,0.011510873506826887,16.274781595035524,0.003327870796979781,0.9700392139628562,0.017316347568861256,0.6788909923436819,0.013615814925803963,0.6590573705734997,0.004266862591002601,0.9987342598410436,0.01724828853733281,0.6996602858912979,0.013535432719399892,0.6686852934706593,0.004266674077449125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6788909923436819,0.013615814925803963,0.6996602858912979,0.013535432719399892,2458329.02,0.011868768371641636,16.810389168995172,0.011510873506826887,0.6590573705734997,0.004266862591002601,0.6686852934706593,0.004266674077449125,2458330.7,0.011868768371641636,16.274781595035524,0.003327870796979781,SN2018eay,"Keck1,P60",20180713;20180714,2458312.7916666665;2458313.7916666665,"[-16.2, -15.2]",91T-like,-16.0,20180713_Keck1,0.776169,0.004261,1.189011,0.006273,-17.620033270503875,0.01654976377643757,-18.155640844463523,0.012347841763122279,34.43042243949905,0.01189094076033162,Keck1,2.0,ZTF18abgmcmv,-19.40717224433337,0.07135498116004002
80,ZTF18abgxvra,0.104,-999.0,266.1845567,38.16405985,2458329.2807,0.0324,-999.0,0.104,Msl,0.005,2458329.4358699503,2458328.4,2458331.07,1.71594675887508e-14,0.8030789333562751,-0.04285681728215352,3.4743378324798645e-08,3.215602634628268e-08,0.0468680786434561,6.353751993211045e-16,0.2437703705298349,0.030304259326528363,1245.209218846462,458.0,8.0,18.59421575518822,0.04062604965816576,18.698561859824466,0.028594222907699574,18.92827705709838,0.0044025908428751035,0.9924361376413984,0.04111754959725148,0.7228987236598456,0.02910035181482113,0.6581924035797684,0.00797842242597198,1.1564480712660412,0.04097281220615495,0.8436810498168015,0.028855986085566027,0.6978483526020725,0.009437554564024049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228987236598456,0.02910035181482113,0.8436810498168015,0.028855986085566027,2458328.4,0.0468680786434561,18.698561859824466,0.028594222907699574,0.6581924035797684,0.00797842242597198,0.6978483526020725,0.009437554564024049,2458331.07,0.0468680786434561,18.92827705709838,0.0044025908428751035,SN2018efb,P60,20180801,2458331.7916666665,3.4,normal,3.0,20180801_P60,0.039739,0.007944,1.1556520000000001,0.014464,-19.613592702144263,0.11543645124810578,-19.383877504870345,0.11192554444446924,38.312154561968725,0.111838922978814,P60,1.0,ATLAS18ssg,-19.58508267320583,0.1516644758440839
