,name,z_Marshall,z_NED,ra_recenter,dec_recenter,t0_SALT_adam_jd,E_B_V_SandF,z_Caltech,z_adopt,z_source,z_adopt_unc,t0_B_salt2,t0_g_salt2,t0_r_salt2,x0_salt2,x1_salt2,c_salt2,fratio_gmax_2adam,fratio_rmax_2adam,t0_salt2_unc,x0_salt2_unc,x1_salt2_unc,c_salt2_unc,chisq_salt2,ndof_salt2,n10d_20d,B_app0,B_app0_unc,g_app0,g_app0_unc,r_app0,r_app0_unc,dm15B,dm15B_unc,dm15g,dm15g_unc,dm15r,dm15r_unc,dm15B_rest,dm15B_rest_unc,dm15g_rest,dm15g_rest_unc,dm15r_rest,dm15r_rest_unc,t0_poly_g,t0_poly_g_unc,t0_poly_r,t0_poly_r_unc,dm15g_poly,dm15g_poly_unc,g_app_poly,g_app_poly_unc,r_app_poly,r_app_poly_unc,dm15r_poly,dm15r_poly_unc,dm15g_rest_poly,dm15g_rest_poly_unc,dm15r_rest_poly,dm15r_rest_poly_unc,dm15g_adopted,dm15g_adopted_unc,dm15g_rest_adopted,dm15g_rest_adopted_unc,t0_g_adopted,t0_g_adopted_unc,g_app0_adopt,g_app0_unc_adopt,dm15r_adopted,dm15r_adopted_unc,dm15r_rest_adopted,dm15r_rest_adopted_unc,t0_r_adopted,t0_r_adopted_unc,r_app0_adopt,r_app0_unc_adopt,TNS name,telescope_spec,date_spec,utcjds,phases,Ia subtype,phase used,spec used,ebv_host,ebv_host_unc,sbv,sbv_unc,g_abs0,g_abs0_unc,r_abs0,r_abs0_unc,dis_mod,dis_mod_unc,instrument,nspecs,internal name,B_abs0_SALT2corr,B_abs0_unc_SALT2corr
42,ZTF18aazcoob,0.08800000000000001,0.084498,269.51113599999996,69.0727657,2458295.5433400003,0.0311,-999.0,0.084498,NED,0.0001,2458295.69126529,2458294.9,2458297.45,1.810096611458196e-14,0.7291955886528463,0.06328784300325907,3.6707157069951534e-08,3.712032096865187e-08,0.05068866559304297,6.476655252296149e-16,0.3047316740499859,0.027732173318463005,4841.716535174907,502.0,43.0,18.53594533984613,0.03827788201665348,18.597100330304183,0.027832454325092616,18.70281720202853,0.004836248773193986,0.9984725485220024,0.04174605816169138,0.7219743493266364,0.029225300703371107,0.6595243484396961,0.007983689106067372,1.1325770053146655,0.04325496353731147,0.8207214192439807,0.030868098543983508,0.695103446384806,0.007668446736221838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7219743493266364,0.029225300703371107,0.8207214192439807,0.030868098543983508,2458294.9,0.05068866559304297,18.597100330304183,0.027832454325092616,0.6595243484396961,0.007983689106067372,0.695103446384806,0.007668446736221838,2458297.45,0.05068866559304297,18.70281720202853,0.004836248773193986,SN2018crj,"Keck1,P60",20180617;20180625,2458286.7916666665;2458294.7916666665,"[-8.1, -0.1]",normal*,-0.0,20180625_P60,0.138728,0.007055,1.1925290000000002,0.010064,-19.23469890616792,0.027965316555336614,-19.12898203444357,0.0055500196826712275,37.8317992364721,0.002722758946696841,P60,2.0,ZTF18aazcoob,-19.492046209936078,0.09435814171505802
43,ZTF18aazixbw,0.0594,0.059427,244.7415874,56.7168873,2458292.33683,0.0091,-999.0,0.059427,NED,0.0001,2458292.4434849583,2458291.9599999995,2458293.56,2.306717599136256e-14,-1.577012393798764,0.053264744859802704,4.9812567256259933e-08,4.845705678996034e-08,0.03286439599469304,7.21523676773613e-16,0.12821322966946802,0.02750162586584804,1606.4422779267966,502.0,45.0,18.273059030957306,0.034005667112324764,18.334256132301785,0.02281569448523521,18.400248737574973,0.007374616179735949,1.4560102304041609,0.03459570415986085,0.9878845799780008,0.02381241867709849,0.7108833293583174,0.011626609274117643,1.5812006129860734,0.034485701107845206,1.0880268554478931,0.02340149219169676,0.7374415733416413,0.011564884877343121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9878845799780008,0.02381241867709849,1.0880268554478931,0.02340149219169676,2458291.9599999995,0.03286439599469304,18.334256132301785,0.02281569448523521,0.7108833293583174,0.011626609274117643,0.7374415733416413,0.011564884877343121,2458293.56,0.03286439599469304,18.400248737574973,0.007374616179735949,SN2018coi,NOT,20180611,2458280.7916666665,-11.2,normal,-11.0,20180611_NOT,0.15420699999999998,0.0048909999999999995,0.807237,0.00436,-18.694215982519317,0.02313201558476004,-18.62822337724613,0.008301758486514299,37.0284721148211,0.003812378544949194,NOT,1.0,ZTF18aazixbw,-18.92053379292918,0.09202017622875687
44,ZTF18aazjztm,0.07200000000000001,0.072138,260.1016409,55.214633,2458291.71195,0.036000000000000004,-999.0,0.072138,NED,0.0001,2458291.750535977,2458291.24,2458293.11,1.655909784978889e-14,-1.6649309169234972,0.09158559959561784,3.2948041668456434e-08,3.4764556558666786e-08,0.0822698452975601,9.339436852797453e-16,0.24936844294657856,0.05153878816278512,773.0598314243881,622.0,50.0,18.632593658602342,0.061337990569785436,18.67823427667341,0.040013605975202995,18.69761228966233,0.01610019098998161,1.4733505063122934,0.062152055002876586,0.9941659201085996,0.04160340090134161,0.7125930623420942,0.024499790962239882,1.62642924228566,0.06223134978442048,1.1176798662791896,0.04077340558124297,0.7449486276741268,0.02441587178014113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9941659201085996,0.04160340090134161,1.1176798662791896,0.04077340558124297,2458291.24,0.0822698452975601,18.67823427667341,0.040013605975202995,0.7125930623420942,0.024499790962239882,0.7449486276741268,0.02441587178014113,2458293.11,0.0822698452975601,18.69761228966233,0.01610019098998161,SN2018crs,P60,20180619,2458288.7916666665,-2.4,normal,-2.0,20180619_P60,0.20496999999999999,0.008575,0.831053,0.007825,-18.79109024912145,0.04013864108660376,-18.771712236132526,0.016408473270060158,37.46932452579486,0.003165729795859681,P60,1.0,ZTF18aazjztm,-19.120646225938934,0.17141406242906174
45,ZTF18aazsabq,0.06,-999.0,283.840993,56.588405,2458294.36073,0.0506,-999.0,0.06,Msl,0.005,2458294.5561334984,2458294.07,2458295.74,2.68434158596296e-14,-1.242705917923745,0.02619285334440313,5.012840726661224e-08,4.9125591172589406e-08,0.025919698178768158,7.496773293485254e-16,0.1244220948340029,0.024892997692027567,3884.6644396473853,672.0,50.0,18.108579519448682,0.030385340826441138,18.181255306987143,0.020361286232741745,18.28607662475009,0.006814244174279946,1.3793837265824749,0.030800773797371218,0.9486843014040358,0.02095712162706461,0.7037404590262071,0.010979223335566552,1.4996518349545551,0.030765575230856237,1.0445209122084336,0.02069635640939125,0.7308245345831779,0.010959999365704309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9486843014040358,0.02095712162706461,1.0445209122084336,0.02069635640939125,2458294.07,0.025919698178768158,18.181255306987143,0.020361286232741745,0.7037404590262071,0.010979223335566552,0.7308245345831779,0.010959999365704309,2458295.74,0.025919698178768158,18.28607662475009,0.006814244174279946,SN2018crn,"APO,P60",20180619;20180621,2458288.7916666665;2458290.7916666665,"[-5.3, -3.3]",normal,-3.0,20180621_P60,0.150398,0.005353,0.85911,0.0046229999999999995,-18.868961075187933,0.18996102847988813,-18.76413975742499,0.18898953486304987,37.05021638217508,0.18886664703987635,P60,2.0,ZTF18aazsabq,-19.022834708094052,0.2062902939489475
46,ZTF18abatffv,0.14300000000000002,-999.0,208.6391294,40.1699596,2458295.53663,0.0094,-999.0,0.14300000000000002,Msl,0.005,2458295.91542532,2458294.4999999995,2458297.11,6.0109369654873326e-15,0.9529542725550488,-0.011817663841300785,1.3426830761078364e-08,1.2838328711028004e-08,0.3786546366754919,5.826750210614259e-16,0.5593286506306079,0.07572990468087681,182.12845564793042,122.0,3.0,19.733138845692668,0.1086406922470904,19.825170310142813,0.07676223941345009,20.022389896156454,0.010455526177672612,0.9668834754214616,0.12132428671264442,0.7051291721899346,0.0878571706991423,0.6546400927980969,0.015001427195959562,1.1870908374377365,0.1163111137535861,0.8658949440835569,0.08135344721903298,0.6986090003343577,0.020682575090003454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7051291721899346,0.0878571706991423,0.8658949440835569,0.08135344721903298,2458294.4999999995,0.3786546366754919,19.825170310142813,0.07676223941345009,0.6546400927980969,0.015001427195959562,0.6986090003343577,0.020682575090003454,2458297.11,0.3786546366754919,20.022389896156454,0.010455526177672612,SN2018lpf,Keck1,20180617,2458286.7916666665,-7.7,normal,-8.0,20180617_Keck1,0.117655,0.027818,1.139572,0.061850999999999996,-19.23502034167896,0.11304098182544425,-19.037800755665323,0.08363695475054421,39.06019065182178,0.08298085425140297,Keck1,1.0,ZTF18abatffv,-19.29041704822107,0.271668080909762
47,ZTF18abauprj,0.027999999999999997,0.024166999999999998,254.7709972,47.236439000000004,2458302.60052,0.023,-999.0,0.024166999999999998,NED,0.0001,2458302.7130519943,2458302.09,2458304.37,3.262749070246973e-13,1.340413095639665,-0.011075304283666655,6.273056587963522e-07,5.499613254236929e-07,0.017790571320801973,2.8863720179770913e-15,0.04315010911648276,0.006078634065332267,437796.7099578132,568.0,41.0,15.396484119405482,0.009448309761168757,15.488931714927904,0.007177998942677484,15.694024992247884,0.0021878176777755678,0.9074920500596376,0.009772454701776644,0.6664495952593512,0.007445032583876214,0.6456797422235567,0.0026728313588040824,0.9446612161928982,0.009759416011483566,0.6929347393347243,0.0074193018126301625,0.6593022622342914,0.0026601927045112233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6664495952593512,0.007445032583876214,0.6929347393347243,0.0074193018126301625,2458302.09,0.017790571320801973,15.488931714927904,0.007177998942677484,0.6456797422235567,0.0026728313588040824,0.6593022622342914,0.0026601927045112233,2458304.37,0.017790571320801973,15.694024992247884,0.0021878176777755678,SN2018cnw,"APO,P200,Keck1,LT,APO,DCT,P60,NOT,NOT,P60",20180615;20180616;20180617;20180617;20180620;20180621;20180625;20180626;20180704;20181027,2458284.7916666665;2458285.7916666665;2458286.7916666665;2458286.7916666665;2458289.7916666665;2458290.7916666665;2458294.7916666665;2458295.7916666665;2458303.7916666665;2458418.7916666665,"[-17.3, -16.3, -15.3, -15.3, -12.3, -11.3, -7.3, -6.3, 1.7, 116.7]",99aa-like,-6.0,20180626_NOT,0.052910000000000006,0.004255,1.143317,0.006118,-19.528481783106233,0.011630920308477464,-19.323388505786255,0.009409632542892508,35.01741349803414,0.009151756028275363,NOT,10.0,ZTF18abauprj,-19.586595935349287,0.023007375371322195
48,ZTF18abaxlpi,0.0646,-999.0,276.55904269999996,45.0101999,2458298.88578,0.0438,0.0642,0.0642,CIT,0.0001,2458298.8945799256,2458298.34,2458300.38,2.3073009754960025e-14,0.13682210993634314,0.06009005459169714,4.4618014448075923e-08,4.4582886186381685e-08,0.02813439955934881,7.460429854140162e-16,0.20167242202066404,0.0272581772598115,3335.4205843165255,647.0,36.0,18.272532956085282,0.03468840445566659,18.333956579501287,0.0242186347912688,18.429886042090875,0.004152917115446937,1.0988605833690173,0.03535509641393297,0.7844853478723763,0.024497525539441473,0.6729831846043197,0.009554118898561559,1.2074120210264925,0.035761467051127704,0.8668744447660117,0.024846080888637517,0.7025140043077656,0.009345749580551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7844853478723763,0.024497525539441473,0.8668744447660117,0.024846080888637517,2458298.34,0.02813439955934881,18.333956579501287,0.0242186347912688,0.6729831846043197,0.009554118898561559,0.7025140043077656,0.009345749580551,2458300.38,0.02813439955934881,18.429886042090875,0.004152917115446937,SN2018ctm,"P200,Keck1,P60",20180616;20180617;20180625,2458285.7916666665;2458286.7916666665;2458294.7916666665,"[-12.5, -11.5, -3.5]",normal,-4.0,20180625_P60,0.17368499999999998,0.004935,1.032024,0.007824,-18.86980497731836,0.024475936414600663,-18.773875514728772,0.005456730961527371,37.203761556819636,0.0035396599015610672,P60,3.0,ZTF18abaxlpi,-19.117507769968626,0.0916091251406996
49,ZTF18abbpeqo,0.06677999999999999,0.066741,238.2268969,50.6194001,2458301.09205,0.0173,-999.0,0.066741,NED,0.0001,2458301.197083775,2458300.64,2458302.67,2.7817914265127967e-14,-0.08165862208900165,0.01888035582663949,5.871321690112777e-08,5.4647181095200535e-08,0.054096999112516635,7.360438560103514e-16,0.1724858181748381,0.02398258414456756,2941.320060913581,863.0,66.0,18.069751328957175,0.028142595618058545,18.14745766943432,0.019272777231308564,18.286157775194066,0.0051473488998207174,1.1412428896245643,0.030479431209531387,0.8123334269818514,0.020618097992502846,0.6780505665301533,0.01195417836322122,1.2568854288656155,0.031291565195161755,0.90117152301098,0.02157784250170974,0.7085496498534098,0.011515687880991722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8123334269818514,0.020618097992502846,0.90117152301098,0.02157784250170974,2458300.64,0.054096999112516635,18.14745766943432,0.019272777231308564,0.6780505665301533,0.01195417836322122,0.7085496498534098,0.011515687880991722,2458302.67,0.054096999112516635,18.286157775194066,0.0051473488998207174,SN2018cvq,P60,20180627,2458296.7916666665,-3.8,normal*,-4.0,20180627_P60,0.14166199999999998,0.004155,1.004884,0.005864,-19.144582280297907,0.0195721808463074,-19.005882174538158,0.006174586752925418,37.29203994973223,0.0034103256256428835,P60,1.0,ZTF18abbpeqo,-19.280817723837632,0.07958976075093159
50,ZTF18abbvsiv,0.051,-999.0,261.133477,70.37243205,2458297.53715,0.0272,-999.0,0.051,Msl,0.005,2458297.532940139,2458297.06,2458298.57,4.486030795134214e-14,-1.662348290503413,0.006703262453914505,8.96304760955552e-08,8.396636305413626e-08,0.024723671842366457,1.4721630889833901e-15,0.19158659349928708,0.026234909110941285,4208.997826532057,473.0,29.0,17.55114540707464,0.03562327857204499,17.630902151859477,0.02533323054185246,17.749530231336827,0.003524583590365376,1.482726867963244,0.03913416070129939,1.0053172063251097,0.025827757884032413,0.7129709591628597,0.00706369155286236,1.5922461165451054,0.04066907015984909,1.0925816261842414,0.026303245426701462,0.7356596920452461,0.006945608864587977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0053172063251097,0.025827757884032413,1.0925816261842414,0.026303245426701462,2458297.06,0.024723671842366457,17.630902151859477,0.02533323054185246,0.7129709591628597,0.00706369155286236,0.7356596920452461,0.006945608864587977,2458298.57,0.024723671842366457,17.749530231336827,0.003524583590365376,SN2018cto,P60,20180624,2458293.7916666665,-3.3,normal,-3.0,20180624_P60,0.096773,0.006449,0.7864260000000001,0.0056700000000000006,-19.052077180028306,0.22234865723508293,-18.933449100550952,0.22092889239310287,36.68297933188778,0.220900775925658,P60,1.0,ZTF18abbvsiv,-19.152614038420275,0.238077506709023
51,ZTF18abcecfi,0.079,-999.0,230.35138199999997,69.60624720000001,2458301.72053,0.0197,-999.0,0.079,Msl,0.005,2458301.809421888,2458301.17,2458303.45,1.3543340621335304e-14,0.0898506494525968,0.0930493159364474,2.8598303943907463e-08,2.9510970356892418e-08,2.463115379214287e-06,2.608064667664934e-16,0.12323741969111968,0.01487763853060464,353.06804917768204,160.0,13.0,18.850662868742532,0.02073055883054829,18.89866877919381,0.015175301901340622,18.95553372366179,0.006195199389769593,1.104954651407127,0.0224082787113252,0.7864974755269714,0.01612076227354564,0.6739251154895456,0.008673020663057003,1.2381456598563931,0.022755992867401702,0.8881331090909939,0.01630405328950139,0.7084542000266012,0.008699357218195428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7864974755269714,0.01612076227354564,0.8881331090909939,0.01630405328950139,2458301.17,2.463115379214287e-06,18.89866877919381,0.015175301901340622,0.6739251154895456,0.008673020663057003,0.7084542000266012,0.008699357218195428,2458303.45,2.463115379214287e-06,18.95553372366179,0.006195199389769593,SN2018dbc,P60,20180702,2458301.7916666665,0.6,normal,1.0,20180702_P60,0.206292,0.017145,1.046159,0.023844999999999998,-18.778594635853104,0.14592945988099704,-18.72172969138512,0.14527043046966476,37.67726341504691,0.14513827018868145,P60,1.0,ZTF18abcecfi,-19.115053425707366,0.15397588242062066
52,ZTF18abcflnz,0.024,-999.0,281.5598276,35.968699,2458306.75739,0.0765,0.0273,0.0273,CIT,0.0001,2458306.5796550377,2458306.26,2458307.82,1.8923802952174281e-13,0.11405846101730074,-0.0298738563137082,3.038869881040717e-07,2.8050982005489943e-07,0.008076275466009973,1.4922324984054941e-15,0.02046602977202916,0.005493292953338447,141178.24030576381,811.0,53.0,15.98807612740893,0.008594407919641103,16.08585898403118,0.0063944519952002215,16.285403602057897,0.0009290292427823126,1.1089570365418169,0.010263244751050605,0.7952825705746065,0.007725707197496314,0.6738306878843261,0.0013522503372885226,1.1558742615858364,0.010216174908036044,0.8307751492705719,0.007674356228019202,0.6877437520074068,0.0013376296618029526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7952825705746065,0.007725707197496314,0.8307751492705719,0.007674356228019202,2458306.26,0.008076275466009973,16.08585898403118,0.0063944519952002215,0.6738306878843261,0.0013522503372885226,0.6877437520074068,0.0013376296618029526,2458307.82,0.008076275466009973,16.285403602057897,0.0009290292427823126,SN2018cuw,"P60,APO",20180622;20190407,2458291.7916666665;2458580.7916666665,"[-14.5, 274.5]",normal,-14.0,20180622_P60,0.069256,0.002715,1.035677,0.003822,-19.201458108533238,0.010335419796657223,-19.001913490506524,0.00817281967182432,35.28731709256442,0.008119845198907055,P60,2.0,ATLAS18rqk,-19.206632010583,0.020945503977038503
53,ZTF18abckujg,0.075,-999.0,222.9735212,46.645768200000006,2458303.66063,0.0153,-999.0,0.075,Msl,0.005,2458303.7294513853,2458303.07,2458305.36,2.0714435821432357e-14,0.5029206513506335,0.02770222929977706,4.425002108171527e-08,4.165282203457483e-08,0.07473678002133965,8.697718327488447e-16,0.30455801865002563,0.038171172117580365,507.199497573387,272.0,18.0,18.389771469827775,0.044755542407223715,18.464955410030644,0.030399827952504375,18.606499581670295,0.00758456663820767,1.0378025916017182,0.04790307578494065,0.7483660290256893,0.03242941571528761,0.6648045519306011,0.01839128946180728,1.1600384971758049,0.04912778289826369,0.8395977807575719,0.03406960495018159,0.6981475484706294,0.01751548585756413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7483660290256893,0.03242941571528761,0.8395977807575719,0.03406960495018159,2458303.07,0.07473678002133965,18.464955410030644,0.030399827952504375,0.6648045519306011,0.01839128946180728,0.6981475484706294,0.01751548585756413,2458305.36,0.07473678002133965,18.606499581670295,0.00758456663820767,SN2018cvt,P60,20180627,2458296.7916666665,-6.3,normal,-6.0,20180627_P60,0.135638,0.00873,1.0796379999999999,0.015699,-19.093298337090804,0.15551145070473565,-18.951754165451156,0.15269966408554728,37.558253747121455,0.1525111856905898,P60,1.0,ZTF18abckujg,-19.254359188122987,0.19817298835051134
54,ZTF18abckujq,0.06383,0.063789,181.66926180000002,59.5133689,2458305.36948,0.0167,-999.0,0.063789,NED,0.0001,2458305.2481353795,2458304.66,2458306.81,3.5827143444916914e-14,0.5138862097629175,-0.016983304885388684,7.544474076206768e-08,6.673271792347167e-08,0.09081171522848308,2.9379881007645606e-15,0.3885812891986813,0.06786922249439664,541.2574669904362,146.0,6.0,17.795022268244477,0.08968145628610913,17.888333825399425,0.06248567084047015,18.08173444523661,0.012395643199278631,1.0386328577424069,0.09499895964615268,0.7510069033840026,0.06685512737749841,0.6647126612721763,0.02075966693854622,1.1431997110779406,0.09383324261216004,0.8289821861569635,0.06546157651068453,0.6944878147210289,0.02134206124261141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7510069033840026,0.06685512737749841,0.8289821861569635,0.06546157651068453,2458304.66,0.09081171522848308,17.888333825399425,0.06248567084047015,0.6647126612721763,0.02075966693854622,0.6944878147210289,0.02134206124261141,2458306.81,0.09081171522848308,18.08173444523661,0.012395643199278631,SN2018cvf,"P200,P60",20180621;20180701,2458290.7916666665;2458300.7916666665,"[-13.9, -3.9]",normal,-4.0,20180701_P60,0.068371,0.009412,1.111164,0.019158,-19.30083485421093,0.06258708854688892,-19.107434234373745,0.012897153279555745,37.189168679610354,0.0035615435407324327,P60,2.0,ZTF18abckujq,-19.34149816622117,0.2287448707822749
55,ZTF18abclalx,0.105,-999.0,248.860124,62.5343711,2458300.86535,0.0227,-999.0,0.105,Msl,0.005,2458301.050986401,2458300.4399999995,2458302.64,1.2365952091071068e-14,-1.3960910972485898,-0.0752238009421271,2.5584470715208085e-08,2.327919668738863e-08,0.0882856110110879,5.354857421477528e-16,0.29992581084765746,0.03839451665340121,1062.0808912209957,476.0,39.0,18.95008641455808,0.04636241779235949,19.063258739471248,0.03269577730844158,19.28364992634464,0.006965721672057413,1.426057409965864,0.0621614955745337,0.9811067851899722,0.038985107561709226,0.70760110239749,0.01770337580383954,1.6377188506346485,0.06831301769603823,1.1558613915184068,0.045158643729996326,0.7552494616940777,0.01873044875743517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9811067851899722,0.038985107561709226,1.1558613915184068,0.045158643729996326,2458300.4399999995,0.0882856110110879,19.063258739471248,0.03269577730844158,0.70760110239749,0.01770337580383954,0.7552494616940777,0.01873044875743517,2458302.64,0.0882856110110879,19.28364992634464,0.006965721672057413,SN2018lpg,P60,20180705,2458304.7916666665,4.4,normal,4.0,20180705_P60,0.046281,0.010004,0.867566,0.01226,-19.271162961705176,0.1155564042211785,-19.050771774831787,0.11105309532443372,38.33442170117642,0.1108344202074662,P60,1.0,ZTF18abclalx,-19.15114150369775,0.16928320532325258
56,ZTF18abclfee,0.03,-999.0,258.5925379,48.2643039,2458301.1969999997,0.0127,0.029,0.029,CIT,0.0001,2458301.406371077,2458301.39,2458302.05,1.5390704541301116e-14,-2.531408908079768,0.19257982863509407,3.8884919462000725e-08,3.615873456593458e-08,0.04361966298893094,4.357469921447108e-16,0.09403359647888987,0.02450005628522467,11715.541626840532,1152.0,67.0,18.710417639262896,0.02981060432500592,18.71410418809512,0.020839229251919902,18.596775680910827,0.00588509085266658,1.6984064261266951,0.03174211370450642,1.0965609661998172,0.02117724050861744,0.7305155143396149,0.011003525784755287,1.7713544701940618,0.032272072806216225,1.1528605680820547,0.02133542899543648,0.7422227205380308,0.011059509490108569,2458299.627844056,0.15861710270551246,2458302.7382164644,0.34235949125263154,1.6669327128685865,0.04490854974240692,18.52554699053419,0.021501516333086834,18.60446694194137,0.013719358193063495,0.5723159109217839,0.041573034553067614,1.719407135720214,0.05091126933650715,0.5940731238742956,0.04816806956595986,1.6669327128685865,0.04490854974240692,1.719407135720214,0.05091126933650715,2458299.627844056,0.15861710270551246,18.47911920721783,0.021501516333086834,0.5723159109217839,0.041573034553067614,0.5940731238742956,0.04816806956595986,2458302.7382164644,0.34235949125263154,18.571413160351756,0.013719358193063495,SN2018cxk,"P60,LT,P200,P60,P200",20180702;20180704;20180708;20180708;20180804,2458301.7916666665;2458303.7916666665;2458307.7916666665;2458307.7916666665;2458334.7916666665,"[2.2, 4.2, 8.2, 8.2, 35.2]",02cx-like,"2.0,4.0,8.0,8.0,35.0","20180702_P60,20180704_LT,20180708_P200,20180708_P60,20180804_P200",0.108825,0.010232999999999999,0.565966,0.006813,-16.942188701331254,0.022822931238717592,-16.84989474819732,0.015709607726955174,35.42130790854908,0.007653168344236997,"P60,LT,P200,P60,P200",5.0,ZTF18abclfee,-17.307887738054973,0.08418160145826642
57,ZTF18abcrxoj,0.0309,0.030869,239.25960640000002,37.4171183,2458306.73517,0.0191,-999.0,0.030869,NED,0.0001,2458306.710527461,2458306.51,2458307.64,1.2621561189659586e-13,-1.2917135498112151,0.041868351607306835,2.5397944341795464e-07,2.4452930168071854e-07,0.017379976576194167,3.0999557325217717e-15,0.05992689293734444,0.02212163888538932,5834.163766118135,312.0,25.0,16.427809190372255,0.02656299042671684,16.494089710704287,0.017747209172671474,16.579560800095205,0.0074166086537479315,1.3890786818437633,0.02939441939698282,0.952895005016579,0.01981844717719626,0.7047361676427286,0.011258645189416818,1.4518086521352132,0.029179498348109543,1.0022109126522736,0.019626504984474942,0.7186994453551492,0.011229166730750207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952895005016579,0.01981844717719626,1.0022109126522736,0.019626504984474942,2458306.51,0.017379976576194167,16.494089710704287,0.017747209172671474,0.7047361676427286,0.011258645189416818,0.7186994453551492,0.011229166730750207,2458307.64,0.017379976576194167,16.579560800095205,0.0074166086537479315,SN2018cvw,P60,20180624,2458293.7916666665,-12.7,normal,-13.0,20180624_P60,0.16841,0.007225,0.849146,0.005592,-19.065926963885037,0.01915187571511735,-18.980455874494115,0.01033619823298663,35.56001667458932,0.007199368721544078,P60,1.0,ZTF18abcrxoj,-19.261999374199718,0.07401195129907699
